字段所属分组	字段名称	字段类型	字段来源	必填性	新增页	编辑页	列表展示	可筛选	详情展示	字段说明/描述	取值说明	备注
商品明细	行号	数值	系统记录	是	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	明细行顺序号。	从 1 开始的整数	无
商品明细	来源发货通知行	关联明细	采退发货通知单	是	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	关联来源通知明细，数量按来源行回写。	关联来源通知明细	数量按来源行回写
商品明细	商品	关联选择	商品资料	是	不适用（本模块不提供）	不适用（本模块不提供）	否	是	是	沿用来源通知行的商品。	沿用来源通知行的成品 SKU	明细展示商品名称
商品明细	商品编码	文本	商品资料	是	不适用（本模块不提供）	不适用（本模块不提供）	否	是	是	沿用来源通知行；明细表单独成列展示。	按商品资料带出	随商品带出，不独立维护
商品明细	商品名称	文本	商品资料	是	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	沿用来源通知行；明细表单独成列展示。	按商品资料带出	随商品带出，不独立维护
商品明细	基本单位	关联选择	商品资料	是	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	随来源行带出；与商品名称一起在明细展示，作为数量的计量口径，不单独维护。	商品资料的基本单位	随来源行带出，与商品名称一起在明细展示
商品明细	实际出库数量	数值	系统记录	是	不适用（本模块不提供）	不适用（本模块不提供）	是	否	是	仓库实际退货出库的数量；不超过通知数量；实际出库扣减即时库存并消耗本次预占。	仓库实际出库的数量，不超过通知数量	无
商品明细	含税单价	金额	系统记录	是	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	来源退货单交易价格，推送金蝶时使用；推送范围已确认：单据信息与明细价税字段逐单全部推送（2026-09-22）。	来源采购退货单的交易价格	无
商品明细	税率	数值	系统记录	是	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	来源退货单交易税率。	来源采购退货单的交易税率	无
商品明细	不含税单价	金额	系统记录	是	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	来源退货单按含税单价和税率计算的结果；单价4位、金额2位，尾差进税额。	按含税单价和税率计算	精度见《6.强盛ERP的编码规则和通用字段规则》Q14
商品明细	价税合计	金额	系统计算	是	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	本行含税金额，按实际出库数量与含税单价计算。	实际出库数量 × 含税单价	精度已定：单价4位、金额税额2位、尾差进税额
商品明细	税额	金额	系统计算	是	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	本行税额，按价税合计与金额计算。	价税合计 − 金额	精度已定：单价4位、金额税额2位、尾差进税额
商品明细	金额	金额	系统计算	是	不适用（本模块不提供）	不适用（本模块不提供）	是	否	是	本行不含税金额，按实际出库数量与不含税单价计算。	实际出库数量 × 不含税单价	指不含税金额；精度已定：单价4位、金额税额2位、尾差进税额
系统信息	创建人	用户引用	系统记录	不适用（系统赋值）	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	建单人员；自动生成的结果单显示「系统」。	建单人员；自动生成的结果单显示「系统」	系统自动生成时显示「系统」
系统信息	创建时间	日期时间	系统记录	不适用（系统赋值）	不适用（本模块不提供）	不适用（本模块不提供）	是	否	是	建单时间。	建单时间	无
系统信息	最后更新人	用户引用	系统记录	不适用（系统赋值）	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	最近修改人员；自动生成的结果单显示「系统」。	最近修改人员；自动生成的结果单显示「系统」	系统自动生成时显示「系统」
系统信息	最后更新时间	日期时间	系统记录	不适用（系统赋值）	不适用（本模块不提供）	不适用（本模块不提供）	是	否	是	最近修改时间。	最近修改时间	无
