字段所属分组	字段名称	字段类型	字段来源	必填性	新增页	编辑页	列表展示	可筛选	详情展示	字段说明/描述	取值说明	备注
单据信息	收货仓库	关联选择	仓库资料	是	不适用（本模块不提供）	不适用（本模块不提供）	是	是	是	沿用原单指定的逻辑仓；外部ToC路径按来源与映射识别；接收后增加该逻辑仓库存。	原单指定的逻辑仓	仓库主动回传也不重新分仓；归属依据不足时挂异常，不任意选仓
单据信息	业务日期	日期	系统记录	是	不适用（本模块不提供）	不适用（本模块不提供）	是	否	是	推送金蝶时使用的业务日期；取实际收货时间的日期部分。	取实际收货时间的日期部分	与销售出库单同一口径；列表默认按此倒序
单据信息	实际收货时间	日期时间	系统记录	是	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	仓库最终回传实际收货结果的时间，或虚拟入库创建成功时间；外部ToC路径取渠道回传的退货完成时间，渠道未提供时用ERP接收时间。	仓库最终回传、虚拟入库确认或渠道回传的时间	外部ToC取值2026-09-22确认
单据信息	备注	多行文本	手工录入	否	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	自动回传时一般为空，人工确认实际结果时可以补充。	自由文本	无
单据信息	审核状态	枚举	流程更新	是	不适用（本模块不提供）	不适用（本模块不提供）	是	是	是	草稿、待审核、已审核；仓库回传或虚拟入库校验通过后自动审核，人工确认实际结果时走提交审核。	草稿／待审核／已审核	回传或虚拟入库创建即为已审核；不提供无来源人工建单页面
单据信息	金蝶推送状态	枚举	系统记录	是	不适用（本模块不提供）	不适用（本模块不提供）	是	是	是	未推送、推送中、推送成功、推送失败；失败在系统集成中心重推原单，不另建业务单。	未推送／推送中／推送成功／推送失败	失败记录见 INT-FR03、INT-FR05；本模块列表/详情不提供重推按钮
单据信息	推送金蝶时间	日期时间	系统记录	条件必填	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	最近一次推送金蝶的时间。	最近一次推送金蝶的时间	未推送时留空
单据信息	推送失败原因	多行文本	系统记录	条件必填	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	金蝶推送失败时记录；修复后针对原单重试。	金蝶推送失败时记录	未失败时留空
商品明细	行号	数值	系统记录	是	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	明细行顺序号。	从1开始的整数	无
商品明细	来源收货通知行	关联明细	销退收货通知单	条件必填	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	经通知的路径关联来源通知明细，数量按来源行回写；外部ToC路径按来源结果行接收。	关联来源销退收货通知单明细	外部ToC路径留空，改由外部原始订单追溯
商品明细	商品	关联选择	商品资料	是	不适用（本模块不提供）	不适用（本模块不提供）	否	是	是	沿用来源行的商品。	沿用来源行的成品SKU	明细展示商品编码、条码、名称
商品明细	商品编码	文本	商品资料	是	不适用（本模块不提供）	不适用（本模块不提供）	否	是	是	沿用来源行；明细表单独成列展示。	商品资料的商品编码	列表按编码模糊检索包含该商品的单据
商品明细	商品条码	多行文本	商品资料	否	不适用（本模块不提供）	不适用（本模块不提供）	否	是	是	沿用来源行实时带出。	商品资料的商品条码	列表按条码模糊检索；多条码任一条码命中即可（2026-09-22确认）
商品明细	商品名称	文本	商品资料	是	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	沿用来源行；明细表单独成列展示。	商品资料的商品名称	无
商品明细	基本单位	关联选择	商品资料	是	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	随来源行带出，作为数量的计量口径，不单独维护。	商品资料的基本单位	无
商品明细	实际收货数量	数值	系统记录	是	不适用（本模块不提供）	不适用（本模块不提供）	是	否	是	仓库实际退回接收的数量；不超过通知数量；接收后增加指定逻辑仓库存。	仓库实际接收的数量，不超过通知数量	零收不生成结果单；虚拟入库时等于通知数量；外部ToC按渠道回传数量
商品明细	含税单价	金额	系统记录	是	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	来源退货单交易价格，推送金蝶时使用；推送范围已确认：单据信息与明细价税字段逐单全部推送（2026-09-22）。	来源销售退货单的交易价格	无
商品明细	税率	数值	系统记录	是	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	来源退货单交易税率。	来源销售退货单的交易税率	无
商品明细	不含税单价	金额	系统记录	是	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	来源退货单按含税单价和税率计算的结果；单价4位、金额2位，尾差进税额。	按含税单价和税率计算	精度见《6.强盛ERP的编码规则和通用字段规则》
商品明细	价税合计	金额	系统计算	是	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	本行含税金额，按实际收货数量与含税单价计算。	实际收货数量×含税单价	精度已定：单价4位、金额税额2位、尾差进税额
商品明细	税额	金额	系统计算	是	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	本行税额，按价税合计与金额计算。	价税合计−金额	精度已定：单价4位、金额税额2位、尾差进税额
商品明细	金额	金额	系统计算	是	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	本行不含税金额，按实际收货数量与不含税单价计算。	实际收货数量×不含税单价	指不含税金额；精度已定：单价4位、金额税额2位、尾差进税额
维护信息	审核人	用户引用	系统记录	条件必填	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	人工审核时记录审核人；自动审核时留空。	人工审核时记录审核人	自动审核时留空
维护信息	审核时间	日期时间	系统记录	条件必填	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	自动审核或人工审核通过的时间。	自动审核或人工审核通过的时间	未审核时留空
维护信息	创建人	用户引用	系统记录	不适用（系统赋值）	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	建单人员。	建单人员	自动生成的结果单显示「系统」
维护信息	创建时间	日期时间	系统记录	不适用（系统赋值）	不适用（本模块不提供）	不适用（本模块不提供）	是	否	是	建单时间。	建单时间	无
维护信息	最后更新人	用户引用	系统记录	不适用（系统赋值）	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	最近修改人员。	最近修改人员	自动生成的结果单显示「系统」
维护信息	最后更新时间	日期时间	系统记录	不适用（系统赋值）	不适用（本模块不提供）	不适用（本模块不提供）	是	否	是	最近修改时间。	最近修改时间	无
