字段所属分组	字段名称	字段类型	字段来源	必填性	新增页	编辑页	列表展示	可筛选	详情展示	字段说明/描述	取值说明	备注
商品明细	商品条码	多行文本	商品资料	否	只读	只读	否	是	是	沿用来源订单行实时带出；多条码展示规则同销售订单。	商品资料的商品条码	列表按条码模糊检索包含该商品的通知单；多条码任一条码命中即可（2026-09-22确认）
商品明细	商品名称	文本	商品资料	是	只读	只读	否	否	是	沿用来源订单行；明细表单独成列展示。	商品资料的商品名称	无
商品明细	基本单位	关联选择	商品资料	是	只读	只读	否	否	是	沿用来源订单行实时带出，作为数量的计量口径，不单独维护。	商品资料的基本单位	无
商品明细	通知数量	数值	手工录入	是	是	只读	是	否	是	本次通知的发货数量；创建即占用订单可下推量。	大于 0；本次通知的发货数量；下推创建页默认带出该行可下推数量，可修改	通知创建后不能改数量
商品明细	实出数量	数值	系统回写	是	否	只读	是	否	是	仓库最终回传的实际出库数量，或虚拟出库时按通知数量写入；不超过通知数量。	0 到通知数量之间	零出时按取消处理，不生成结果单；虚拟出库时等于通知数量
商品明细	缺出数量	数值	系统计算	是	否	只读	是	否	是	通知数量减实出数量；不回原通知补发，需要补发时另建通知单。	通知数量减实出数量	发货完成后计算；缺量通过展示呈现，不增加流程状态
终止信息	取消原因	文本	手工录入	条件必填	否	否	否	否	是	通知取消时填写。	通知取消时填写	详情页仅在已取消时展示终止信息分组；未取消时留空
终止信息	取消时间	日期时间	系统记录	条件必填	否	否	否	否	是	取消成功的时间；未取消时留空。	取消成功的时间	未取消时留空
终止信息	取消操作人	用户引用	系统记录	条件必填	否	否	否	否	是	执行取消操作的人员；未取消时留空。	执行取消操作的人员	未取消时留空
操作信息	创建人	用户引用	系统记录	不适用（系统赋值）	否	否	否	否	是	建单人员。	建单人员	新增和编辑页不展示
操作信息	创建时间	日期时间	系统记录	不适用（系统赋值）	否	否	是	是	是	建单时间。	建单时间	通知单没有单据日期，列表按创建时间筛选；新增和编辑页不展示
操作信息	最后更新人	用户引用	系统记录	不适用（系统赋值）	否	否	否	否	是	最近修改人员。	最近修改人员	新增和编辑页不展示
操作信息	最后更新时间	日期时间	系统记录	不适用（系统赋值）	否	否	否	否	是	最近修改时间。	最近修改时间	新增和编辑页不展示
