字段所属分组	字段名称	字段类型	字段来源	必填性	新增页	编辑页	列表展示	可筛选	详情展示	字段说明/描述	取值说明	备注
商品明细	退货数量	数值	手工录入	是	是	是	否	否	是	以基本单位计量；审核后固定；溯源退货不超过剩余可退额度；无来源每行大于0、不套原出库额度。	大于0，以基本单位计量	草稿不占可退额度；销售退货为收货增加库存，审核不按可用库存卡数量（SAL-FR06）
商品明细	含税单价	金额	手工录入或来源带出	是	是	是	否	否	是	有来源时带出原出库含税价格；缺价或没有来源时可手工填写，也可查询当前销售价快速填入；草稿可改，提交后锁定。	非空非负的金额；零价需确认后使用	取价与校验按PRI-FR05、PRI-FR07执行
商品明细	税率	数值	手工录入或来源带出	是	是	是	否	否	是	有来源时带出原出库税率；缺价或没有来源时手工填写，查询当前销售价时一并带入；提交后锁定；按百分比最多2位小数，允许0%。	百分比数值，最多2位小数，允许0%	查询当前销售价时一并带入税率；税率为0时税额为0
商品明细	不含税单价	金额	系统计算	是	只读	只读	否	否	是	按含税单价和税率自动计算；单价4位小数，行内尾差进税额。	按含税单价和税率计算	精度已定：单价4位、金额税额2位、尾差进税额
商品明细	价税合计	金额	系统计算	是	只读	只读	否	否	是	本行含税金额，按退货数量与含税单价计算。	退货数量×含税单价	精度已定：单价4位、金额税额2位、尾差进税额
商品明细	税额	金额	系统计算	是	只读	只读	否	否	是	本行税额，按价税合计与金额计算。	价税合计−金额	精度已定：单价4位、金额税额2位、尾差进税额
商品明细	金额	金额	系统计算	是	只读	只读	否	否	是	本行不含税金额，按退货数量与不含税单价计算。	退货数量×不含税单价	指不含税金额；精度已定：单价4位、金额税额2位、尾差进税额
商品明细	累计实退数量	数值	系统回写	是	否	只读	是	否	是	由已审核销退入库单按来源行回写的累计实际退回数量（《单据与状态流转》第七节称累计实退）。	不小于0，累计不超过退货数量	新增时还没有值（新增页不展示）
商品明细	在途通知数量	数值	系统计算	是	只读	只读	是	否	是	未结束的销退收货通知单占用的数量。	不小于0	通知取消成功后释放
商品明细	可下推数量	数值	系统计算	是	只读	只读	是	否	是	退货数量减已结束通知的实际收货数量，再减未结束通知的通知数量。	不小于0	关闭后保留数值，但不再具备新增通知的资格
状态信息	审核状态	枚举	流程更新	是	否	只读	是	是	是	草稿、待审核、已审核；审核时溯源退货占用原出库可退额度，草稿不占；无来源退货不占原出库额度。	草稿／待审核／已审核	撤回后回到草稿；详情页页头以状态标签展示
状态信息	业务状态	枚举	人工维护或系统更新	是	否	只读	是	是	是	正常、已取消、已关闭；关闭释放未退且无通知继续执行的可退额度，不能反关单；取消与关闭都不可撤销。	正常／已取消／已关闭	已退部分继续计入累计退货
终止信息	关闭方式	枚举	人工关闭或系统自动	条件必填	否	否	否	否	是	手动关闭、到期自动关闭；未关闭时留空。	手动关闭／到期自动关闭	未关闭时留空
终止信息	关闭原因	多行文本	手工录入	条件必填	否	否	否	否	是	手工关闭时必填；系统自动关闭时留空，用关闭方式区分。	手工关闭时填写的原因	系统自动关闭时留空；未关闭时留空
终止信息	关闭时间	日期时间	系统记录	条件必填	否	否	否	否	是	关闭操作发生的时间；未关闭时留空。	关闭操作发生的时间	未关闭时留空
终止信息	关闭操作人	用户引用	系统记录	条件必填	否	否	否	否	是	手工关闭记录操作人；到期自动关闭时留空，用关闭方式表达。未关闭时留空。	手工关闭记录操作用户；到期自动关闭留空	未关闭时留空；系统关单不写「系统」字符串
终止信息	取消原因	多行文本	手工录入	条件必填	否	否	否	否	是	整单取消时填写。	整单取消时填写	未取消时留空
终止信息	取消时间	日期时间	系统记录	条件必填	否	否	否	否	是	取消操作发生的时间；未取消时留空。	取消操作发生的时间	未取消时留空
终止信息	取消操作人	用户引用	系统记录	条件必填	否	否	否	否	是	执行取消操作的人员；未取消时留空。	执行取消操作的人员	未取消时留空
操作信息	审核人	用户引用	系统记录	条件必填	否	否	否	否	是	最近一次完成审核或撤回的人员。	最近一次完成审核或撤回的人员	未审核时留空
操作信息	审核时间	日期时间	系统记录	条件必填	否	否	否	否	是	最近一次审核操作的时间。	最近一次审核操作的时间	未审核时留空
操作信息	撤回意见	多行文本	手工录入	条件必填	否	否	否	否	是	撤回时填写并保留；撤回后回到草稿。	撤回时填写并保留	未撤回时留空
操作信息	创建人	用户引用	系统记录	不适用（系统赋值）	否	否	否	否	是	建单人员。	建单人员	新增和编辑页不展示
操作信息	创建时间	日期时间	系统记录	不适用（系统赋值）	否	否	是	是	是	建单时间；销售退货单不设单据日期，页面用创建时间。	建单时间	列表支持日期范围筛选；默认按此倒序
操作信息	最后更新人	用户引用	系统记录	不适用（系统赋值）	否	否	否	否	是	最近修改人员。	最近修改人员	新增和编辑页不展示
操作信息	最后更新时间	日期时间	系统记录	不适用（系统赋值）	否	否	是	否	是	最近修改时间。	最近修改时间	无
