字段所属分组	字段名称	字段类型	字段来源	必填性	新增页	编辑页	列表展示	可筛选	详情展示	字段说明/描述	取值说明	备注
单据信息	备注	多行文本	人工录入	否	是	是	否	否	是	补充说明。	自由文本	自动回传时一般为空；长度按REMARK_500
状态与推送	审核状态	枚举	流程更新	是	否	只读	是	是	是	控制实际结果是否生效。	草稿、待审核、已审核	回传校验通过后自动审核；人工一步式走提交审核；无已驳回态，待审核不同意用撤回
状态与推送	金蝶推送状态	枚举	系统记录	是	否	否	是	是	是	跟踪已审核结果传递给金蝶的情况。	未推送、推送中、推送成功、推送失败	失败在系统集成中心重推原单；不另建业务单；失败不回滚库存
状态与推送	推送金蝶时间	日期时间	系统记录	条件必填	否	否	否	否	是	最近一次推送金蝶的时间。	系统记录，格式YYYY-MM-DD HH:mm:ss	未推送时留空
状态与推送	推送失败原因	多行文本	系统记录	条件必填	否	否	否	否	是	金蝶推送失败时记录。	金蝶推送失败时记录	未失败时留空；重推成功后仍保留历史失败原因
审核信息	审核人	用户引用	系统记录	条件必填	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	人工审核时记录审核人；自动审核时留空。	人工审核时记录审核人	未审核时留空；允许本人审核本人创建的单据（COM-FR01）
审核信息	审核时间	日期时间	系统记录	条件必填	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	自动审核或人工审核通过的时间。	系统记录，格式YYYY-MM-DD HH:mm:ss	未审核时留空
审核信息	撤回意见	多行文本	人工录入	条件必填	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	人工一步式待审核撤回时填写的原因；回到草稿后保留。	撤回时录入	未撤回时留空；自动生成单不产生撤回意见
商品明细	行号	数值	系统记录	是	只读	只读	否	否	是	明细行顺序号。	从1开始的整数	无
商品明细	来源明细行	关联明细	调出通知单/调入通知单	条件必填	否	只读	否	否	是	分步式路径的来源通知行。	分步式调出端取调出通知行；调入端取调入通知行；其他来源留空	数量按来源行回写
商品明细	商品	关联选择	商品资料	是	是	是	否	是	是	本行商品；明细展示商品名称。	启用的成品SKU；有来源时沿用来源行的商品	同一商品重复行的处理待确认（Q03）
商品明细	商品编码	文本	商品资料	是	只读	只读	否	是	是	随商品带出，明细单独成列展示。	商品资料的商品编码	列表按编码模糊检索
商品明细	商品名称	文本	商品资料	是	只读	只读	否	否	是	随商品带出，明细单独成列展示。	商品资料的当前名称	无
商品明细	基本单位	关联选择	商品资料	是	只读	只读	否	否	是	随商品带出，作为数量的计量口径。	商品资料的基本单位	一期不做单位换算
商品明细	实际调拨数量	数值	系统回写	是	是	是	是	否	是	本行实际调拨的数量；来源逻辑仓减、目标逻辑仓加。	整数；大于0；有来源时不超过对应指令数量	人工一步式手工录入；回传路径按回传数量写入；创建后不可改；不涉及预占
系统信息	创建人	用户引用	系统记录	不适用（系统赋值）	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	建单人员；自动生成的结果单显示「系统」。	建单人员；自动生成时显示「系统」	系统自动生成（《6.强盛ERP的编码规则和通用字段规则》第三节）
系统信息	创建时间	日期时间	系统记录	不适用（系统赋值）	不适用（本模块不提供）	不适用（本模块不提供）	是	否	是	建单时间。	系统记录，格式YYYY-MM-DD HH:mm:ss	无
系统信息	最后更新人	用户引用	系统记录	不适用（系统赋值）	不适用（本模块不提供）	不适用（本模块不提供）	否	否	是	最近修改人员；自动生成的结果单显示「系统」。	最近修改人员	无
系统信息	最后更新时间	日期时间	系统记录	不适用（系统赋值）	不适用（本模块不提供）	不适用（本模块不提供）	是	否	是	最近修改时间。	系统记录，格式YYYY-MM-DD HH:mm:ss	无
