字段所属分组	字段名称	字段类型	字段来源	必填性	新增页	编辑页	列表展示	可筛选	详情展示	字段说明/描述	取值说明	备注
地址明细	地址联系人	文本	手工录入	否	是	是	否	否	是	该地点实际对接或收货人员。	文本	非必填
地址明细	联系电话	文本	手工录入	否	是	是	否	否	是	该地点的联系电话。	文本	非必填
地址明细	邮政编码	文本	手工录入	否	是	是	否	否	是	邮寄使用，按文本保存。	文本	非必填
地址明细	是否默认地址	布尔	人工设置	否	是	是	否	否	是	每个供应商最多一个默认地址；引用时优先带入，无默认项时手动选择，不自动取第一条。	是、否	设置默认时自动取消同组其他默认
地址明细	地址备注	多行文本	手工录入	否	是	是	否	否	是	该地址的补充说明。	多行文本	非必填
银行信息	收款户名	文本	手工录入	条件必填	是	是	否	否	是	收款账户开户名称；支持多条银行信息。	文本	添加银行信息行后必填
银行信息	收款账号	文本	手工录入	条件必填	是	是	否	否	是	银行账号，按文本保存以保留前导零；页面原样展示，不脱敏。	文本	添加银行信息行后必填
银行信息	开户银行	文本	手工录入	条件必填	是	是	否	否	是	开户银行名称。	文本	添加银行信息行后必填
银行信息	开户支行	文本	手工录入	否	是	是	否	否	是	具体开户网点。	文本	非必填
银行信息	银行联行号	文本	手工录入	否	是	是	否	否	是	付款使用的银行识别信息。	文本	非必填
银行信息	账户币别	关联选择	辅助资料／币别	否	是	是	否	否	是	账户对应币别。	辅助资料维护的启用币别	非必填；展示按「编码 名称」（如 CNY 人民币）
银行信息	是否默认收款账户	布尔	人工设置	否	是	是	否	否	是	每个供应商最多一个默认收款账户；引用时优先带入，无默认项时手动选择，不自动取第一条；默认不代表自动付款。	是、否	设置默认时自动取消同组其他默认
银行信息	账户备注	多行文本	手工录入	否	是	是	否	否	是	该账户的使用说明。	多行文本	非必填
审核与使用状态	审核状态	枚举	流程更新	不适用（系统赋值）	否	只读	是	是	是	草稿、待审核、审核通过、已驳回；提交进入待审核，驳回后可修改并重新提交。已审核资料先反审核回草稿，修改后须重新提交审核，重新审核通过前新单不能引用该条资料。	草稿、待审核、审核通过、已驳回	编辑页页头只读展示；列表按页签筛选；已审核后先反审核回草稿，再修改并重新提交审核（主PRD Q03）
审核与使用状态	使用状态	枚举	人工维护	不适用（系统赋值）	只读	只读	是	是	是	启用／禁用；采购只能选择审核通过且启用的供应商，等级不影响采购资格。	启用、禁用；新建与导入默认启用，仍须审核通过才能被采购选择	通过启用、禁用操作变更，不在表单编辑
审核与使用状态	审核人	用户引用	系统记录	不适用（系统赋值）	否	否	是	否	是	最近一次审核通过或驳回的操作人员；反审核后保留最近一次记录。	系统记录	新增和编辑页不展示；未审核时留空
审核与使用状态	审核时间	日期时间	系统记录	不适用（系统赋值）	否	否	否	否	是	最近一次审核通过或驳回的操作时间；反审核后保留最近一次记录。	系统记录	新增和编辑页不展示；未审核时留空
维护信息	创建人	用户引用	系统记录	不适用（系统赋值）	否	否	否	否	是	供应商建档人员。	系统记录	新增和编辑页不展示
维护信息	创建时间	日期时间	系统记录	不适用（系统赋值）	否	否	否	否	是	供应商建档时间。	系统记录	新增和编辑页不展示
维护信息	最后更新人	用户引用	系统记录	不适用（系统赋值）	否	否	是	否	是	最近修改资料的人员。	系统记录	新增和编辑页不展示
维护信息	最后更新时间	日期时间	系统记录	不适用（系统赋值）	否	否	是	是	是	最近修改资料的时间。	系统记录	列表默认按此列倒序
